date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
02:38:09	101652/101652	---M--	200	added ('OK')	font/woff	date:Sat,%2010%20Jun%202023%2018:21:41%20GMT	https://olympusnotify.org/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.woff	C:/My%20Web%20Sites/oly/olympusnotify.org/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.woff	(from https://olympusnotify.org/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.13.4)
02:38:09	203030/203030	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Sat,%2010%20Jun%202023%2018:21:41%20GMT	https://olympusnotify.org/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.eot?	C:/My%20Web%20Sites/oly/olympusnotify.org/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900d41d.eot	(from https://olympusnotify.org/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.13.4)
02:38:10	202744/202744	---M--	200	added ('OK')	font/ttf	date:Sat,%2010%20Jun%202023%2018:21:41%20GMT	https://olympusnotify.org/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.ttf	C:/My%20Web%20Sites/oly/olympusnotify.org/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.ttf	(from https://olympusnotify.org/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.13.4)
02:38:10	1009/1009	---M--	200	added ('OK')	image/png	date:Wed,%2014%20Jun%202023%2021:29:43%20GMT	https://olympusnotify.org/wp-content/plugins/jetpack/modules/shortcodes/img/slideshow-controls.png	C:/My%20Web%20Sites/oly/olympusnotify.org/wp-content/plugins/jetpack/modules/shortcodes/img/slideshow-controls.png	(from https://olympusnotify.org/wp-content/plugins/jetpack/css/jetpack.css?ver=12.2.1)
02:38:11	1944/1944	---M--	200	added ('OK')	image/png	date:Wed,%2014%20Jun%202023%2021:29:43%20GMT	https://olympusnotify.org/wp-content/plugins/jetpack/modules/shortcodes/img/slideshow-controls-2x.png	C:/My%20Web%20Sites/oly/olympusnotify.org/wp-content/plugins/jetpack/modules/shortcodes/img/slideshow-controls-2x.png	(from https://olympusnotify.org/wp-content/plugins/jetpack/css/jetpack.css?ver=12.2.1)
02:38:12	918991/918991	---M--	200	added ('OK')	image/svg+xml	date:Sat,%2010%20Jun%202023%2018:21:41%20GMT	https://olympusnotify.org/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.svg	C:/My%20Web%20Sites/oly/olympusnotify.org/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.svg	(from https://olympusnotify.org/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.13.4)
02:38:12	5704/5704	---M--	200	added ('OK')	image/png	date:Wed,%2014%20Jun%202023%2021:29:43%20GMT	https://olympusnotify.org/wp-content/plugins/jetpack/modules/shortcodes/images/slide-nav.png	C:/My%20Web%20Sites/oly/olympusnotify.org/wp-content/plugins/jetpack/modules/shortcodes/images/slide-nav.png	(from https://olympusnotify.org/wp-content/plugins/jetpack/css/jetpack.css?ver=12.2.1)
02:38:12	2039/2039	---M--	200	added ('OK')	image/png	date:Wed,%2014%20Jun%202023%2021:29:43%20GMT	https://olympusnotify.org/wp-content/plugins/jetpack/modules/shortcodes/images/expand.png	C:/My%20Web%20Sites/oly/olympusnotify.org/wp-content/plugins/jetpack/modules/shortcodes/images/expand.png	(from https://olympusnotify.org/wp-content/plugins/jetpack/css/jetpack.css?ver=12.2.1)
02:38:13	2072/2072	---M--	200	added ('OK')	image/png	date:Wed,%2014%20Jun%202023%2021:29:43%20GMT	https://olympusnotify.org/wp-content/plugins/jetpack/modules/shortcodes/images/collapse.png	C:/My%20Web%20Sites/oly/olympusnotify.org/wp-content/plugins/jetpack/modules/shortcodes/images/collapse.png	(from https://olympusnotify.org/wp-content/plugins/jetpack/css/jetpack.css?ver=12.2.1)
02:38:14	21370/21370	---M--	200	added ('OK')	image/png	etag:%22508ff2f2-537a%22	https://secure.gravatar.com/images/grav-share-sprite.png	C:/My%20Web%20Sites/oly/secure.gravatar.com/images/grav-share-sprite.png	(from https://olympusnotify.org/wp-content/plugins/jetpack/css/jetpack.css?ver=12.2.1)
